id|sentimen|clean_tweet
59|positif| april pilih jokowikma ngerti jokowi belajar ngaji pejabat murni mendalami agama unsur pencitraan
63|netral| jokowi capaian pertumbuhan disyukuri indonesia tumbuh kondisi ekonomi global bergejolak
65|negatif| bersuara keadilan suara id kerja makan gaji buta curang
66|negatif| jokowi prabowo sandi pecicilan pesimis jalan ekonomi makro mikro tau
68|netral| berita terbaru prabowo naikkan pajak persen setahun
70|netral| kasih tau pencapaian berhasil tercapai pertumbuhan ekonomi era pemerintahan jk meningkat
71|positif| presiden bangunkan spbu setelag kabupaten puncak jaya papua harga ribu liter liter
72|positif| bersatu menangkan brbagai upaya membangun indonesia bebas korupsi pelayanan berbasis elektronik sistem pengaduan masyarakat penghargaan masyarakat mengungkap korupsi
75|netral| bangga jalan ekonomi jatuh nengara menag buka jalanya megah hasil bumi laut melimpah ruah idonesia maju pemenang
78|netral| jas harga mahal pakaian orang eropa amerika
79|netral| prabowo janjikan harga karet kelapa sawit bikin senyum petani
81|negatif| mencontoh ekonomi china sujud
82|positif| fyi pencapaian berhasil tercapai pertumbuhan ekonomi era pemerintahan jk meningkat
85|negatif| gaji presiden wakil presiden tunjangannya ambil sepeseun gaji tunjangan hebat jualan gaji namanya jualan basi
87|netral| jamu jokowi raja salman sajikan nasi mandhi warta ekonomi
89|negatif| moslem menghormati menghargai umat agama cinta damai islam mengajarkan berbuat manusia terkecuali kamipun pendukung bhineka tunggal ika
93|negatif| suudzon samping umroh jokowi membahas kerja bidang ekonomi pemerintahan arab saudi nyinyir urus junjunganmu ziarah kubur nyembah kuburan
97|negatif| mahal banget hasilkan harganya mahal power plant produksi
103|netral| fyi penghargaan dianugerahkan bukti sosok pemimpin diakui integritasnya
104|negatif| wanita cerewat suaminya cerewet tukang sayur harganya
106|netral| sisi industri kreatif inovatif era industri global jokowi tergerak mengubah badan ekonomi kreatif bekraf kementerian
108|netral| mudzakir guru ngaji jokowi anakanak orang dewasa diajari membaca quran privat
112|negatif| masyarakat nyata membayar pajak dieksploitasi dirampok hak hartanya menetapkan aturan meraup keuntungan mengeksploitasi merampok harta negara bangsa menghindari pajak
113|netral| april coblos jokowima ruf pilih pemimpin pencapaiannya pencapaian ekonomi pemerintahan jokowi
115|netral| april pilih jokowikma pemerintah jokowi menyebut ekonomi indonesia tangan anakanak muda kreatif
117|negatif| ngaruh jokowi kutub utara rakyat taunya barang harga harga murah berobat gampang kemana hutang negara nambah
118|netral| teilih presiden wapres prabowosandi berjanji gajinya kaum miskin
121|positif| jokowikma pemimpin optimis penghargaan dianugerahkan bukti sosok pemimpin diakui integritasnya
127|negatif| allah mgkn sosok seorg jokowi berani capres mgkn tlg fitnah presidenku jokowi jln beliau presiden dihargai curiga blg cawapres
131|negatif| gaji mah cegah berantas korupsi cegah berantas korupsi kolusi nepotisme masyarakat jokowi ahok dipercaya masyarakat kemauan keberanian berantas korupsi kolusi nepotisme
134|positif| mencoblos beramal teilih insyaallah menginfakkan gajinya kaum dhuafa suara siasia kawan mari dukung niat
135|netral| pilih pemimpin pencapaiannya pencapaian ekonomi pemerintahan
136|negatif| dihargai periode jokowi jabatan pikirin
137|netral| berita terbaru naikkan rasio pajak prabowo terkenang orde
138|positif| kasih tau jokowi bangunkan spbu setelag kabupaten puncak jaya papua harga ribu liter liter
143|positif| bersatu dukung jokowiamin menterinya berestasi pemimpinnya era dimana menterinya meraih penghargaan
149|negatif| jokowi naikkan tax ratio drastis guncang ekonomi
152|netral| fyi menterinya berestasi pemimpinnya era dimana menterinya meraih penghargaan
153|negatif| dikritik infrastruktur pembiayaan china mencontoh kemandirian china berhasil nyambung koalisi demokrat mengkritik kegagalan ekonomi kesalahan pemimpin
155|positif| mencoblos prabowo sandi beramal gaji prabowo sandi disumbang dhuafa anak yatim
156|positif| presiden jokowi raja salman bin abdulaziz alsaud pertemuan bilateral sepakat meningkatkan kerja bidang ekonomi
161|positif| fyi jokowi bangunkan spbu setelag kabupaten puncak jaya papua harga ribu liter liter
162|negatif| difitnah ulama oposisi polri diam digaji uang negara coba pro langsung gaspol tolong teilih buang petinggi polri era tito pedalaman ganti
163|netral| debat kemarin berdua ambil gaji kelak teilih presiden wakil presiden dasar mengambil hak terimakasih
164|netral| pemerintah menyebut ekonomi indonesia tangan anakanak muda kreatif
166|negatif| laku semuan pernyataan masyarakat cerdas muak ketidak adilan ketidak pastian hukum ketidakpastian ekonomi orang anti kritik pembatasan kebebasan beendapat semoga allah hidayah perubahan
174|netral| jokowi warga papua berhak merasakan harga bbm pulau jawa
176|netral| jalan tol trans sumatera melanjutkan jokowi duluan ekonomi berkembang setahun disaat ekonomi negara berkembang minus rupiah stabil zaman sby inflasi negara
177|netral| impact negara gimana gamers difasilitasi bikin negara mandang gamers indo hebat diadain penyelenggaraan game internasional indo impact sponsor kunjungan wisatawan meningkat ekonomi maju
178|netral| subsidi sasaran setuju bicara daya beli masyarakat melemah sesaui topik ekonomi bahas setuju
179|netral| psimis orang pecinta game developer game nyerap tenage kerja iyalah game jualan printilan dibutuhin diamond mobilegend dibangun pelan langsung ngubah ekonomi makro
180|netral| lampung aceh makan malam pake jalan pake tol bensin irit barang cepat transport bahan pangan murah harga bahan pokok murah bikin harga bahan pokok dimana
182|negatif| dolar turun tong ngerti ekonomi bicara ekonomi belajar ekonomi
185|negatif| bayar jalan tetep bayar nda langsung pajak gabayar darimana duit perawatannya
186|netral| emang terbukti sandi gubernur ambil gajinya
190|netral| presiden jokowi raja salman sepakat tingkatkan kerja ekonomi news
192|positif| infrastruktur perekonomian pemerataan membangun gratis dibangun hutang dibayar pajak rakyat jagalah amanah rakyat teilih menghianati demokrasi sehat presidenku
193|negatif| litah tk bertulng owo bilng mndiri kaki sndiri bljr cina pjk hpus gji elit exsekutif omng sembako murh listrik murh jokowi negara ambruk murah setahun thun negara nombok trus harga
195|positif| perubahan utama keadilan sosial rakyat indonesia harga sembako murah
196|positif| yusuf mansur menilai ma ruf amin sosok ideal mendampingi jokowi maju pemilihan presiden pilpres pasangan diharapkan mendongkrak ekonomi syariah
200|negatif| bertanding sampe kalah gubernur indonesia anies wina melompat pakar ekonomi kelola keuangan harga ekonomi masy meningkat trus ajakannya suruh ikat pinggang kencang sabar sorry terbiasa jalan kenal sensi
205|netral| salam kebangsaan nkri pancasila harga mati sabang maroke politik penonton politik pendapat demokrasi pilih presiden l ngsung rakyat sis
211|positif| liat video netes air mata doakan semoga menang nasib ekonomi ojol aaminnnn
214|netral| ngapain digaji udahhh kayaaa raya congggg ngambil dikit gakpapa dikit hehe salam jari prabowo sandi
215|negatif| muslim kaffahnya gaji karyawannya dibayar ngemplang pajak panama papers lupa indonesia bubar maju jalan lucinta luna suka batangan homo ingaaaat
218|negatif| kedaulatan negara ditentukan kedaulatan ekonomi kesejahteraan berdaulat ekonomi salah kelola rezim orba jokowi membenahi dasar pondasi ekonomi analisanya
219|netral| pencapaian berhasil tercapai pertumbuhan ekonomi era pemerintahan jk meningkat
221|negatif| iya isi dompet kaya ekonomi indonesia salah jalan dompet pasangin kompas pake gps ngumpulin modalnya
224|negatif| pemahaman tata negara pemahaman peraturan pemahaman kebijakan ekonomi pemahaman kursi mentri diisi kompeten ketimbang prabowo jatah kursi menteri paol pendukungnya
231|netral| gelar pertemuan bilateral presiden jokowi raja salman sepakat kerja ekonomi ditingkatkan bidang energi pariwisata
236|negatif| salah arahnya pembangunan ekonomi indonesia terlepas andil menyalahkan kesalahan kesalahan presidenpresiden
238|negatif| harga tiket pesawat diturunkan brharap aspek trlbh dngan mahal harga tiket pswt terbang mahal tarif biaya expdisi kota melonjak
245|negatif| die zaman jokowi ekonomi anjlok gadget bayar wifi bilang anjlok n serba mahal
249|netral| prabowo berbuat rakyat gaji karyawannya dibayar heheheheee
250|negatif| akui kekurangan akui prabowo kristen mualaf ibunya kristen hashim kristen sholat wudhu gerakan salah ngaji dipecat tni elit bajingan
256|netral| om prabs membangkitkan ekonomi lepas hutang dunia lepas cengkraman elite global kuncinya pakai uang kertas pakai emas perak alat tukar resiko melawan dunia hadapi bangsa
257|negatif| gaji karyawan terkatungkatung kabar
259|netral| presiden jokowi raja salman tingkatkan kerja ekonomi
268|negatif| rakyat pekerjaan pekerjanya diimpor china rakyat panen padi berasnya impor rakyat sembako murah suruh tanam petani karet kenaikan harga suruh tanam jengkol jokowi mmg tau kemauan rakyat rabb semoga otakku sehat
271|positif| kepemimpinan presiden jokowi indonesia maju perekonomian dunia menentu
277|netral| video sudut pandang berbeda video membahas real energi sosial lingkungan ekonomi politik budaya batubara
280|netral| presiden jokowi raja salman sepakat tingkatkan kerja ekonomi
281|negatif| media asing tunjukkan beranganangan lantas menabur fitnah jijik kebohongan kesombongan kau dibanding kau apaapanya samasama makan gaji pembayar pajak kau tidurnya
282|netral| dpt harga rb toko abang
291|netral| prabowosandi tegaskan ambil gaji teilih
292|netral| teilih prabowosandiaga janji ambil gaji
294|netral| penutup debat pamungkas prabowosandi mandat seperseun gaji ambil
295|negatif| utang prabowo bwjibun utng ln utang pribadinya puluhan triltun gaji diambil busyeettt jngn utang bebas dibayar jemarin dipailitkan biar bayar pemerintah mk bwrambiai mengumbar janji
299|positif| janjinya ngehapusin pajak bikin hutang negara nambah mbak pajak negara
301|positif| ijin aspirasi teman desanya penghasilan utama berasal lada merica semenjak rezim berkuasa harga lada murah berharap prabowo sandi berkuasa mengstabilkan harga
302|negatif| janji ekonomi meroket nyungsep link dibawah ingatkan janji akui gagal penuhi janji cc twit
303|negatif| maksudnya emangnya ngitung pertumbuhan ekonomi
304|netral| pencapaian berhasil tercapai pertumbuhan ekonomi era pemerintahan jk meningkat hyperlink
309|netral| tax ratio xx tax amnesty pengusaha pelaku ekonomi berat teriak xx dijalankan pemerintah jokowi dibidang pajak efektif terbukti tembus target penerimaan pajak
310|negatif| ngapain holdang holding pake istilah world class duitnya parkir negeri pengaruh ekonomi ekonomi nasional
311|netral| id ri usut gaji rakyat
317|positif| sehat pangkalan harga tentukan fkir bodoh semenjak jokowi subsidi gas kurangi alih dana pkh bolak pinter mbolak subsidi
318|positif| apapun harga mati apapun jokowi amin nkri
322|positif| ngemplang pajak korupsi maen proyek mafia impor keknya meriang takut prabowo menang
326|negatif| memilukan kemiskinanlah pendukung jokowi bilang ekonomi meningkat temui acara jokowi
329|positif| memiliki pemikiran cemerlang kemajuan ekonomi indonesia konsep ekonomi keumatan ma ruf amin cocok mendampingi jokowi maju pilpres
336|positif| tertarik programnya jokowi trans sumatera ekonomi sumatera berkembang
338|positif| nasionalisme beliau didunia internasional pemilu beliau berkunjung solusi kerja perkembangan ekonomi indonesia mantab jokowidodo lanjutkan
342|netral| gas normal kg bbm aman setara harga indonesia keadilan sosial rakyat indonesia sembako normal jualan makanan belanja pasar belanja bilang mahal dumeh
344|positif| want test ur vice president sir solusi indonesia harga bhn pokok terjangkau lapangan kerja tersedia kesejahteraan guru lbh tenaga medis pasien perbaiki
345|netral| presiden jokowi raja salman sepakat tingkatkan kerjasama ekonomi rri
347|positif| alhamdulillah membangun ekonomi pemerataan adil mengalami batu aral korban kerjakan lakukan percaya anak cucu merasakannya
348|positif| unggul menang telak ekonomi jagonya
350|netral| teilih prabowosandi sumbangkan gajinya anak yatim dhuafa
360|netral| jokowisalman sepakati peningkatan kerjasama ekonomi
361|netral| menang pilpres prabowosandi komitmen ambil gaji walapun serupiah
362|positif| wajib jokowi periode harga mati
365|negatif| bukti harga barang turun tol
366|netral| jokowi salman sepakati peningkatan kerja ekonomi news jawa barat
367|positif| nnti presidennya tolong program pertamanya harga tiket pesawat puasa lebaran diturunin kmren kasian anak rantau rindu rumah puasa lebaran dirumah kangen masakan emak cc
369|netral| teilih prabowosandi sumbangkan gajinya anak yatim dhuafa
372|netral| teilih prabowo janji turunkan harga listrik okezone news
377|positif| debat pamungkas jokowi visi misinya kedepan jawani debat m amin surise elemen prabowo mengusung program pelitanya orba sandi uno excellent closing kena smash jokowi ekonomi makro nice debat
382|netral| analis politik ekonomi jokowi kritik kebijakannya
393|negatif| jl tol kalangan menengah keatas menegah kebwh jgnkan lwt tol motor warung pinggir jln tol tutup sbagian pembelinya tol mkn belanja rest area mempercepat pertumbuhan ekonomi
397|positif| ragukah pas prabowosandi tegaskan ambil gaji teilih rmol pasangan calon presiden calon wakil presiden
400|positif| pembangunan infrastruktur dibangun masiv meningkatkan perekonomian bangsa terima kasih jokowi
402|netral| bandara kertajati selesai ditangan jokowi menggerakan ekonomi rakyat
403|positif| negara china sebentar negara adikuasa ekonomi obyek kemajuan ekonomi contoh kiatkiat strategi tempuh
407|negatif| memprioritaskan perekonomian agraris pemerintah menghambat skala prioritas bolak ngomong susah bener pahamnga
411|positif| era jokowi kemjuan teknologi dimanfaatkan pengembangan ekonomi kreatif
413|positif| pilihan ttp menghargai berbeda bimillaahirraohmaanirrohim mengikuti hati nurani ttp jokowi hati jokowi
417|negatif| gagal ngapain stagnan pas debat bahas mobile legend ekonomi indonesia
419|netral| langkah pemerintahan presiden jokowi pemberdayaan ekonomi keumatan bank wakaf mikro ketum arus muslimah munifah syanwani
423|negatif| prabowo teilih ekonomi infrastruktur dibangun besaran jokowi jadii tinggal duduk manis
424|positif| mencoblos bersodaqoh gaji beliau diinfaqkan duafa anak yatim insya allah
426|positif| penghargaan dianugerahkan bukti sosok pemimpin diakui integritasnya
428|netral| disaksikan sandiwara penghargaan tokoh pemerataan pembangunan
429|negatif| bahas ekonomi infrastuktur boring nich
434|negatif| anti china menggandeng cina devisit neraca perdagangan dipengatuhi ekonomi dunia judilnya gara jokowi dasar kampret
436|negatif| pernyataan ambil gaji beritakan
438|negatif| ngajarin ekonomi mikro makro pengusaha top kaya prabowo sandi ngajarin ikan berenang jago
441|negatif| suka bilang sebentar ekonomi meroket capres
447|negatif| ngakunya ngakunya prabowo perhatian rakyat hoax karyawannya pt kiani kertas nusantara terkatungkatung gaji thr selesaikan masalahmu bowok menyelesaian rakyat
449|negatif| amin pelajaran berharga fitnah kejam sepwrti mudah rezim acak ulama umat islam pelakunya pelakunya wereng coklat dipaksa jagal talangsari
450|positif| trans sumatra menunjang pertumbuhan ekonomi sumatera membantu pemerataan sosial sumatera logistik bahan bakar keperluan mudah dikirimkan jalur memadai jokowi mewujudkan kemajuan pulau sumatera trans sumatra
453|netral| debat capres prabowo ekonomi ri salah arah
454|positif| jokowi udahdeh pelawak peratiin kayaknya cocok ngurusin negara gaji pelawak gede gaji presiden looo
457|positif| hahahaha negara memiliki skala prioritas bernilai keekonomian makro nano piko tergantung impor bahan baku pangan elektronik dikejar pertumbujan ekonomi stagnan
460|positif| debat allah pamungkas bangett prabowo sandi bilang teilih presiden wakil presiden menyumbangkan gajinya rakyat masya allah mulia banget prabowo sandi
462|negatif| prabowo terima gaji exit plan gaji karyawan pt kiani kertas menerima gaji perhatian rakyat karyawannya digaji munafikun
463|positif| butuh jl tol butuhkan hasil pertanian harga jual ditingkatkan
464|netral| consol games hardware esport pemanfaatannya dampak keekonomiannya masif bangga banget esport dampaknya esports
466|negatif| ekonominya target idola bicara digit gimana terbukti bilang
473|netral| mkin maksud kiani kertas bayar gaji buruhz kali kiani kertas produksi kertas produksi utang karyawabx
474|positif| capres kaleng hoax harga melambung faktanya harga stabil inflasi normal grafik menurun mengelola oce gagal ngomongin ekonomi makro libas ma sikaleng bilang
478|netral| kader terima disisi prabowo bilang ekonomi indo rusak presiden bilang ciri koalisi berkelas kayaknya lg menghibur
479|netral| dibangun jalan negara jalan tol disadari indonesia kalah malaysia pembangunan besaran dilanjutkan melebihi malaysia potensi indonesia berhasil raksasa ekonomi dunia
482|positif| maju sumatra semoga jalan tol pertumbuhan ekonomi banyakkkkk aamiinn
484|positif| bentar narasi pembangunan tol lari bahas ekonomi temennya belajar konsisten tema singgung wkwkwkwk
485|netral| tol melanjutkan prestasi ekonomi gimana rupiah devisa inflasi proyek platform bandara kertajati sepi uang dibakar
494|negatif| yaa mata dianggap berharga ayoo tempeleng donkk
497|netral| kalinya indonesia era kepemimpinan jokowi harga bbm merata indonesia
499|positif| mencoblos probowo sandi beramal gaji prabowo sandi sumbangkan fakir miskin kaum duafa
500|positif| kebijakan jokowi bbm harga bentuk nyata keadilan sosial rakyat indonesia
503|netral| komitmen prabowosandi ambil gaji serupiah teilih
505|positif| mencoba menarik simpati korban hacker kasihani didukung menduking hasil kerja nyata terbukti janji murah murah ambil gaji jaman orba
506|netral| garagara ketimpangan ekonomi prabowo salahkan presiden jokowi
513|netral| ahli ekonomi klrg cc
515|netral| ekonomi prabowo salah jalan
522|positif| dicontohkan ustadz abdul shomad diundang istana jabatan apapun jk prabowosandi mjd presiden prabowosandi mengambil gaji muncul orang ikhlas berjuang indonesia adil makmur
523|netral| uang membangun sekolah membangun rumah sakit meningkatkan kesejahteraaan rakyat program ekonomi produktif perlindungan sosial membangun infrastruktur jokowi
525|negatif| butuh gaji disawer diterima gaji meningkatkan kinerja tanggung
528|positif| simpati paslon ps bcr pjg jk ketemu jujur sgt khawatirkan jk beliau melanjutkan sistem ekonomi kolonial mengeksploitasi rakyat kekayaan bangsa anak cucu paham ekonomi berkeadilannya pancasila
536|positif| asn zaman soeharto jiwanya uang urusan lancar perekrutan asn salah dibenahi jokowi menaikkan gaji mengangkat honorer jnji prabowo ektp mbak cepat
538|negatif| jessnolimit negarawan urusannya game kesejahteraan rakyat tema ekonomi berdasarkan ekonomi negara mengurus kepentingan kepentingan pokok masyarakat games
549|negatif| aneh membingungkan letjen pecatan seumur militer menteri berkali ekonomi salah arah pertanyaannya salah arahnya dimana solusinya ngawur
552|negatif| tampangnya pengangguran mental ogah dungu kaya gampang bodohin dijanjiin hidup senang prabowo menang harga mati emang wowo menang hidupnya enak ngimpi
556|negatif| kelakuan jongosnya menebar kebencian mayoritas rakyat dmn ganti presiden harga mati curang silahkan gulingkan
558|netral| rizal ramli ekonomi indonesia tumbuh persen prabowo teilih
559|positif| insyaallah paham maksud menimbang ulang nkri orang dilabeli harga mati sejatinya diperkosa berkali kali output harga mati dikebirinya landasan fundamental negara
564|positif| mengambil gajinya
569|netral| barisan sakit hati jokowi merapat prabowo pengamat tampik pertumbuhan ekonomi ri stagnan
571|positif| nikmati prosesnya mahal murah wajar inflasi terjaga harga sembako turun bermain medsos beli paket data mahal murah kebeli
573|negatif| manusia kuper ngerti mobile legend ngomong gituan tol langit sangka jalan yol langit akum sampah ngomong paham atinya main goa trus gaji buzer mna ngerti bahasa
575|positif| luarbiasa pembangunan infrastruktur era semoga infrastruktur dibangun menunjang pertumbuhan ekonomi pemerataan sosial republik indonesia semangat
577|netral| jaman sby harga pupuk murah jaman pupuk mahal langka pk
578|negatif| nonton debat smalm prabowo turuknya ekonomi indonesia slh presiden sblm
581|netral| prabowo fokus swasembada pangan harga sembako murah menciptakan lapangan kerja target market disasar cenderung kaum emakemak sulit kerja keyword kekayaan negara kebocoran negara
583|positif| memilih prabowo sandi beramal gaji disumbangkan kaum dhuafa anak yatim aamiin
591|positif| presiden menerima gaji prabowo sandi dilimpahkan yatim piatu dhuafa subhanallah
593|positif| logistik lancar arus barang lancar aman preman jalan bagus bikin kendaraan awet harga murah penduduk sumatra menang
595|positif| terlaksana prabowo kebesaran hatinya sys ngaji satunya barangkali mengiyakan sandiwara hiks hiks hiks
599|positif| mantap semoga roda ekonomi papua berjalan efektif efisien terimakasih
601|positif| ketuaku harga partai kinerja jokowi dinikmati hasilnya kemaslahatan ummat garis perjuangan ketua beihak masyarakat lemah jokowi membantu masyarakat desa
602|negatif| sedih mudahan periode pemerintahan jokowi harga kampret minimal ribu
605|positif| mamfaat diperoleh pelaksanaan asian games sebatas bidang pembinaan olahraga nasional sisi pembangunan infrastruktur pariwisata perekonomian luas indonesia maju jokowi hebat
611|netral| kelangsungan peningkatan perekonomian kesehatan pendidikan kesejahteraan sosial indonesia jokowi menerapkan ideide dngan harapan faktor indonesia meningkat seiring berjalannya dimasa pmerintahannya
612|positif| sandi bahas salah poin buktikan jokowi bagus emang prabowo tau ekonomi makro ekonomi skala nasional
614|netral| prabowo salah arahnya pembangunan ekonomi indonesia terlepas andil presiden jokowi
615|netral| khusus presiden jokowi pembangunan manusia tantangan global menuntut penguatan sumber daya manusia sdm penopang perekonomian
616|netral| bukti pemerataan pembangunan diharapkan koneksi warga papua efisien titik ekonomi tercipta
618|netral| gimana gaji
619|positif| assalammu aalaikum wr wb maaf prabowo sandi guru honor perhatikan guru honor honorer sekolah swasta fikiran hidup layak gaji seenak yayasan umr
620|positif| yaa allah berbagi hati memilih prabowo sandi sbg presiden dimana beliau gajinya anak yatim kaum dhuafa yaa allah berilah amanah beliau berdua
625|netral| harga bbm papua senilai liter sungguh drastik era jokowi menekan harga premium seharga liter setara harga bbm seantero nusantara
626|positif| takdelah ma aruf amin calon naib presiden jokowi pemimpin majelis ulama indonesia pilih prabowo jokowi ekonomi presiden
633|negatif| ning tengaran mengeluhkan harga kacang slalu terjepit harga susu kian menonjol harga kolor turun
637|positif| berotak memikirkan mobile legend sisi orang cerdas memikirkan ekonomi kerakyatan
643|negatif| kerjanya jokowi bbm listrik bpjs defisit hutang membengkak harga sawit anjlok harga karet anjolk petani garam menjerit susah ganti presiden
648|positif| memilih entar kekayaan alam nusantara emas migas tanah uang kas negara habis masuk bank negeri rencana terima gaji presiden kelas kakap ikan teri bawahan
651|negatif| pemimpin terbaik ekonominya sesuai goal
653|netral| coba ngmng gini jaman lulung m topik btw fungsi dprd mitra bidang legislatif pengawas gubernur menjalankan anggaran sbg pembayar pajak lbh seneng anggota dprd garang
654|positif| presiden menghargai istrinya marufamin
655|positif| semoga jokowers membaca hidayah allah swt teilih prabowosandiaga janji ambil gaji
658|netral| beli lalapan abang lalapan presiden jokowi lalapannya presidennya prabowo harganya dalem hati frontal gini gapapa orang berhak pesta demokrasi negeri pengamat
661|netral| nilai ekonomi peningkatan pariwisata peningkatan kesempatan kerja peningkatan kesempatan usaha promosi kota penyelenggaraan penciptaan nilai ekonomi diraih negara sebagi penyelenggara asian games jokowi hebat jokowi
662|positif| paguyuban suamisuami gaji paspasan keberadaannya nuntut beliin tas hermes
665|netral| dampak ekonomi langsung asian games meliputi tahap konstruksi operasional penyelenggaraan kedatangan pengunjung berkontribusi pertumbuhan pdb nilai ekonomi peningkatan output sektor penyerapan tenaga kerja peningkatan pendapatan riil jokowi hebat
672|negatif| topik debat ekonomi kesejahteraan sosial keuangan investasi perdagangan industri pk jokowi membahas e sports game mobile legend dota pubg game anak terlena
675|negatif| kasihan gini bicara harga
678|positif| tgb menilai jokowi debat kemarin jokowi kuasai bagaimama membangun ekonomi kreatif byo
680|negatif| debat prabowo belajar ekonomi tiongkok lupa kampret benci china
682|negatif| gimana main mobile legend paket kebeli ekonomi lemah prabowo cerdas kena jantung jae kasih biar dianggap manusia millenial dungu ketulungan hehhehee
683|negatif| goblog mempermasalahin moba pubg ngikutin trend milenial lbih dipahamin liat full videonya lg bahas ekonomi digital esport salah satunya pubg moba esport wakkaakaka
686|positif| senang gembira lihat lautan manusia kemarin tepatnya tgl april pintar cinta damai provokator muda percaya hoax mendukung golput pancasila toleransi nkri harga mati
688|negatif| kebijakan ekonomi nasional dasarkan orang mengeluh harga mahal bawa ekonomi negara
690|netral| liat pari tolong digajih team bikin film dokumenter sekeren bikin nangis ngerasa bersalah banget lupa cabut casan matiin lampu
691|netral| anak ahli ekonomi fenomena ransel prabowo wajar yunus prabowo sandiuno
692|positif| penutup debat kemaren prabowo sandi sepenuhnya gaji sbg presiden n wakil presiden membantu rakyat miskin debat pendukung padi tau
693|negatif| masak kebijakan ekonomi nasional dasarkan keluhan orang harga mahal dibawa kemana ekonomi negara
694|positif| beneran kocak kemaren ditambah pas uno diajarin ekonomi makro jokowi anjaaay lulusan summa cum laude diajarin tamat dah pasangan
696|netral| ketemuan nomor whatsapp pebayuran bekasi petani pebayuran harga fluktuatif normal kisaran kilo gabah kering
698|negatif| omm wowo mahir ekonomi sandi pengusaha tw begituan dibawa kemana rakyat diteriakin ilusi
699|negatif| sandi uno bicara ekonomi global contoh sample murji paijem tegal hahahhahaha
702|netral| prabowo malam memuji menyarankan indo meniru tiongkok perekonomian pemberantasan kemiskinan
707|netral| impor mudah imbasnya harga sembako kaing harga mahal produksi harga jual murah rugi petani digenjot link pembeli diperbaiki melek teknologi
709|negatif| janji ngomong bikin rencana ekonomi tumbuh merong merong tercapai kalah malay thailand
712|positif| beramal salahkan presiden otaknya jenius masaknnya jdi enak n harga jualnya mahal sepi pembeli
714|netral| skrg lesu daya beli berkurang biaya hidup mahal tdl bbm tol mahal pajak mahal berimbas biaya produksi transportasi harga harga konsumen turun pendapatanpun turun
715|negatif| sesekalia jalan karawang petani menjerit semenjak jokowi harga gabah turun drasti impor panen raya
716|negatif| bego drama hoax kubu wowo partai demokrat lecehkan koar harga
