id|sentimen|clean_tweet|sentimen_score_lb|sentimen_lexicon|sentimen_class_svm_raw|sentimen_class_svm|attribute
118|netral| teilih presiden wapres prabowosandi berjanji gajinya kaum miskin|-0.0259966128438555|negatif|1|netral|ekonomi
121|positif| jokowikma pemimpin optimis penghargaan dianugerahkan bukti sosok pemimpin diakui integritasnya|0.0659251700680272|positif|2|positif|ekonomi
127|negatif| allah mgkn sosok seorg jokowi berani capres mgkn tlg fitnah presidenku jokowi jln beliau presiden dihargai curiga blg cawapres|-0.01836283331489996|negatif|0|negatif|ekonomi
131|negatif| gaji mah cegah berantas korupsi cegah berantas korupsi kolusi nepotisme masyarakat jokowi ahok dipercaya masyarakat kemauan keberanian berantas korupsi kolusi nepotisme|0.07504870471169954|positif|0|negatif|ekonomi
134|positif| mencoblos beramal teilih insyaallah menginfakkan gajinya kaum dhuafa suara siasia kawan mari dukung niat|0.030591169940173645|positif|2|positif|ekonomi
135|netral| pilih pemimpin pencapaiannya pencapaian ekonomi pemerintahan|0.0312994838069782|positif|1|netral|ekonomi
136|negatif| dihargai periode jokowi jabatan pikirin|0.007671188630490954|netral|0|negatif|ekonomi
137|netral| berita terbaru naikkan rasio pajak prabowo terkenang orde|0.01659911813978899|netral|1|netral|ekonomi
138|positif| kasih tau jokowi bangunkan spbu setelag kabupaten puncak jaya papua harga ribu liter liter|0.014508761339033331|netral|1|netral|ekonomi
143|positif| bersatu dukung jokowiamin menterinya berestasi pemimpinnya era dimana menterinya meraih penghargaan|0.0228243373058306|positif|2|positif|ekonomi
149|negatif| jokowi naikkan tax ratio drastis guncang ekonomi|0.011468039003250273|netral|1|netral|ekonomi
152|netral| fyi menterinya berestasi pemimpinnya era dimana menterinya meraih penghargaan|0.022683870154626584|positif|2|positif|ekonomi
153|negatif| dikritik infrastruktur pembiayaan china mencontoh kemandirian china berhasil nyambung koalisi demokrat mengkritik kegagalan ekonomi kesalahan pemimpin|-0.0447919434197268|negatif|0|negatif|ekonomi
155|positif| mencoblos prabowo sandi beramal gaji prabowo sandi disumbang dhuafa anak yatim|0.04136804073109754|positif|2|positif|ekonomi
156|positif| presiden jokowi raja salman bin abdulaziz alsaud pertemuan bilateral sepakat meningkatkan kerja bidang ekonomi|0.01927844491019669|positif|1|netral|ekonomi
161|positif| fyi jokowi bangunkan spbu setelag kabupaten puncak jaya papua harga ribu liter liter|0.013556910354965852|netral|2|positif|ekonomi
162|negatif| difitnah ulama oposisi polri diam digaji uang negara coba pro langsung gaspol tolong teilih buang petinggi polri era tito pedalaman ganti|-0.013769807444220631|negatif|0|negatif|ekonomi
163|netral| debat kemarin berdua ambil gaji kelak teilih presiden wakil presiden dasar mengambil hak terimakasih|0.012511674785183429|netral|2|positif|ekonomi
164|netral| pemerintah menyebut ekonomi indonesia tangan anakanak muda kreatif|0.03618937059016955|positif|1|netral|ekonomi
166|negatif| laku semuan pernyataan masyarakat cerdas muak ketidak adilan ketidak pastian hukum ketidakpastian ekonomi orang anti kritik pembatasan kebebasan beendapat semoga allah hidayah perubahan|-0.017795729844225897|negatif|0|negatif|ekonomi
174|netral| jokowi warga papua berhak merasakan harga bbm pulau jawa|0.031689876543902804|positif|1|netral|ekonomi
176|netral| jalan tol trans sumatera melanjutkan jokowi duluan ekonomi berkembang setahun disaat ekonomi negara berkembang minus rupiah stabil zaman sby inflasi negara|-0.0008049558799823318|netral|2|positif|ekonomi
177|netral| impact negara gimana gamers difasilitasi bikin negara mandang gamers indo hebat diadain penyelenggaraan game internasional indo impact sponsor kunjungan wisatawan meningkat ekonomi maju|0.006415252064764863|netral|0|negatif|ekonomi
178|netral| subsidi sasaran setuju bicara daya beli masyarakat melemah sesaui topik ekonomi bahas setuju|0.009463889608954541|netral|2|positif|ekonomi
179|netral| psimis orang pecinta game developer game nyerap tenage kerja iyalah game jualan printilan dibutuhin diamond mobilegend dibangun pelan langsung ngubah ekonomi makro|-0.01101036814540321|negatif|1|netral|ekonomi
180|netral| lampung aceh makan malam pake jalan pake tol bensin irit barang cepat transport bahan pangan murah harga bahan pokok murah bikin harga bahan pokok dimana|0.018078029451388568|netral|0|negatif|ekonomi
182|negatif| dolar turun tong ngerti ekonomi bicara ekonomi belajar ekonomi|0.005799741570197475|netral|0|negatif|ekonomi
185|negatif| bayar jalan tetep bayar nda langsung pajak gabayar darimana duit perawatannya|-0.004486391777906687|netral|0|negatif|ekonomi
186|netral| emang terbukti sandi gubernur ambil gajinya|0.026084750418524646|positif|1|netral|ekonomi
190|netral| presiden jokowi raja salman sepakat tingkatkan kerja ekonomi news|0.019771122180778568|positif|1|netral|ekonomi
192|positif| infrastruktur perekonomian pemerataan membangun gratis dibangun hutang dibayar pajak rakyat jagalah amanah rakyat teilih menghianati demokrasi sehat presidenku|0.03477333696464766|positif|2|positif|ekonomi
193|negatif| litah tk bertulng owo bilng mndiri kaki sndiri bljr cina pjk hpus gji elit exsekutif omng sembako murh listrik murh jokowi negara ambruk murah setahun thun negara nombok trus harga|0.007957939831257872|netral|0|negatif|ekonomi
195|positif| perubahan utama keadilan sosial rakyat indonesia harga sembako murah|0.057728011504739614|positif|2|positif|ekonomi
196|positif| yusuf mansur menilai ma ruf amin sosok ideal mendampingi jokowi maju pemilihan presiden pilpres pasangan diharapkan mendongkrak ekonomi syariah|0.04125163413311599|positif|2|positif|ekonomi
200|negatif| bertanding sampe kalah gubernur indonesia anies wina melompat pakar ekonomi kelola keuangan harga ekonomi masy meningkat trus ajakannya suruh ikat pinggang kencang sabar sorry terbiasa jalan kenal sensi|0.0037287146332233728|netral|0|negatif|ekonomi
205|netral| salam kebangsaan nkri pancasila harga mati sabang maroke politik penonton politik pendapat demokrasi pilih presiden l ngsung rakyat sis|0.014236501836825488|netral|1|netral|ekonomi
211|positif| liat video netes air mata doakan semoga menang nasib ekonomi ojol aaminnnn|-0.01501681550726208|negatif|2|positif|ekonomi
214|netral| ngapain digaji udahhh kayaaa raya congggg ngambil dikit gakpapa dikit hehe salam jari prabowo sandi|-0.0051643292207092725|negatif|1|netral|ekonomi
215|negatif| muslim kaffahnya gaji karyawannya dibayar ngemplang pajak panama papers lupa indonesia bubar maju jalan lucinta luna suka batangan homo ingaaaat|0.00021508707623762638|netral|0|negatif|ekonomi
218|negatif| kedaulatan negara ditentukan kedaulatan ekonomi kesejahteraan berdaulat ekonomi salah kelola rezim orba jokowi membenahi dasar pondasi ekonomi analisanya|0.018593459471522387|netral|0|negatif|ekonomi
219|netral| pencapaian berhasil tercapai pertumbuhan ekonomi era pemerintahan jk meningkat|-0.02045828842152296|negatif|1|netral|ekonomi
221|negatif| iya isi dompet kaya ekonomi indonesia salah jalan dompet pasangin kompas pake gps ngumpulin modalnya|-0.003485072071032491|netral|0|negatif|ekonomi
224|negatif| pemahaman tata negara pemahaman peraturan pemahaman kebijakan ekonomi pemahaman kursi mentri diisi kompeten ketimbang prabowo jatah kursi menteri paol pendukungnya|0.07007289323903568|positif|0|negatif|ekonomi
231|netral| gelar pertemuan bilateral presiden jokowi raja salman sepakat kerja ekonomi ditingkatkan bidang energi pariwisata|0.011339828967901795|netral|1|netral|ekonomi
236|negatif| salah arahnya pembangunan ekonomi indonesia terlepas andil menyalahkan kesalahan kesalahan presidenpresiden|-0.050926512021729736|negatif|0|negatif|ekonomi
238|negatif| harga tiket pesawat diturunkan brharap aspek trlbh dngan mahal harga tiket pswt terbang mahal tarif biaya expdisi kota melonjak|0.03699388620028474|positif|0|negatif|ekonomi
245|negatif| die zaman jokowi ekonomi anjlok gadget bayar wifi bilang anjlok n serba mahal|0.014537567406836873|netral|0|negatif|ekonomi
249|netral| prabowo berbuat rakyat gaji karyawannya dibayar heheheheee|-0.009717961561089221|negatif|0|negatif|ekonomi
250|negatif| akui kekurangan akui prabowo kristen mualaf ibunya kristen hashim kristen sholat wudhu gerakan salah ngaji dipecat tni elit bajingan|-0.022037997809938373|negatif|0|negatif|ekonomi
256|netral| om prabs membangkitkan ekonomi lepas hutang dunia lepas cengkraman elite global kuncinya pakai uang kertas pakai emas perak alat tukar resiko melawan dunia hadapi bangsa|-0.0106034066270711|negatif|0|negatif|ekonomi
257|negatif| gaji karyawan terkatungkatung kabar|0.0066699604743083|netral|0|negatif|ekonomi
259|netral| presiden jokowi raja salman tingkatkan kerja ekonomi|0.01857755762361785|netral|1|netral|ekonomi
268|negatif| rakyat pekerjaan pekerjanya diimpor china rakyat panen padi berasnya impor rakyat sembako murah suruh tanam petani karet kenaikan harga suruh tanam jengkol jokowi mmg tau kemauan rakyat rabb semoga otakku sehat|0.036314812570848405|positif|0|negatif|ekonomi
271|positif| kepemimpinan presiden jokowi indonesia maju perekonomian dunia menentu|0.0001145488981297239|netral|2|positif|ekonomi
277|netral| video sudut pandang berbeda video membahas real energi sosial lingkungan ekonomi politik budaya batubara|0.0135183824463771|netral|1|netral|ekonomi
280|netral| presiden jokowi raja salman sepakat tingkatkan kerja ekonomi|0.0222425124533759|positif|1|netral|ekonomi
281|negatif| media asing tunjukkan beranganangan lantas menabur fitnah jijik kebohongan kesombongan kau dibanding kau apaapanya samasama makan gaji pembayar pajak kau tidurnya|-0.010339649119980412|negatif|0|negatif|ekonomi
282|netral| dpt harga rb toko abang|0.015435480300115982|netral|1|netral|ekonomi
291|netral| prabowosandi tegaskan ambil gaji teilih|0.02066910812919586|positif|1|netral|ekonomi
292|netral| teilih prabowosandiaga janji ambil gaji|0.005284492744580477|netral|2|positif|ekonomi
294|netral| penutup debat pamungkas prabowosandi mandat seperseun gaji ambil|0.007175728594495672|netral|1|netral|ekonomi
295|negatif| utang prabowo bwjibun utng ln utang pribadinya puluhan triltun gaji diambil busyeettt jngn utang bebas dibayar jemarin dipailitkan biar bayar pemerintah mk bwrambiai mengumbar janji|0.003941219739693207|netral|0|negatif|ekonomi
299|positif| janjinya ngehapusin pajak bikin hutang negara nambah mbak pajak negara|-0.0030585360920207536|netral|0|negatif|ekonomi
301|positif| ijin aspirasi teman desanya penghasilan utama berasal lada merica semenjak rezim berkuasa harga lada murah berharap prabowo sandi berkuasa mengstabilkan harga|0.04191968438368652|positif|2|positif|ekonomi
302|negatif| janji ekonomi meroket nyungsep link dibawah ingatkan janji akui gagal penuhi janji cc twit|-0.002448139437506661|netral|0|negatif|ekonomi
303|negatif| maksudnya emangnya ngitung pertumbuhan ekonomi|-0.028318721854939163|negatif|0|negatif|ekonomi
304|netral| pencapaian berhasil tercapai pertumbuhan ekonomi era pemerintahan jk meningkat hyperlink|-0.018412459579370658|negatif|1|netral|ekonomi
309|netral| tax ratio xx tax amnesty pengusaha pelaku ekonomi berat teriak xx dijalankan pemerintah jokowi dibidang pajak efektif terbukti tembus target penerimaan pajak|0.013452230241658451|netral|1|netral|ekonomi
310|negatif| ngapain holdang holding pake istilah world class duitnya parkir negeri pengaruh ekonomi ekonomi nasional|0.005015952817319843|netral|0|negatif|ekonomi
311|netral| id ri usut gaji rakyat|-0.029782306549281837|negatif|1|netral|ekonomi
317|positif| sehat pangkalan harga tentukan fkir bodoh semenjak jokowi subsidi gas kurangi alih dana pkh bolak pinter mbolak subsidi|0.0073804461347897095|netral|2|positif|ekonomi
318|positif| apapun harga mati apapun jokowi amin nkri|0.01649479413634345|netral|2|positif|ekonomi
322|positif| ngemplang pajak korupsi maen proyek mafia impor keknya meriang takut prabowo menang|0.01504934156426316|netral|2|positif|ekonomi
326|negatif| memilukan kemiskinanlah pendukung jokowi bilang ekonomi meningkat temui acara jokowi|0.00760805058978503|netral|0|negatif|ekonomi
329|positif| memiliki pemikiran cemerlang kemajuan ekonomi indonesia konsep ekonomi keumatan ma ruf amin cocok mendampingi jokowi maju pilpres|0.03787299885868982|positif|2|positif|ekonomi
336|positif| tertarik programnya jokowi trans sumatera ekonomi sumatera berkembang|0.01864771584099414|netral|2|positif|ekonomi
338|positif| nasionalisme beliau didunia internasional pemilu beliau berkunjung solusi kerja perkembangan ekonomi indonesia mantab jokowidodo lanjutkan|0.003439063454724169|netral|2|positif|ekonomi
342|netral| gas normal kg bbm aman setara harga indonesia keadilan sosial rakyat indonesia sembako normal jualan makanan belanja pasar belanja bilang mahal dumeh|0.002626234273551012|netral|1|netral|ekonomi
344|positif| want test ur vice president sir solusi indonesia harga bhn pokok terjangkau lapangan kerja tersedia kesejahteraan guru lbh tenaga medis pasien perbaiki|0.04259021245303755|positif|2|positif|ekonomi
345|netral| presiden jokowi raja salman sepakat tingkatkan kerjasama ekonomi rri|0.017968396586036176|netral|1|netral|ekonomi
347|positif| alhamdulillah membangun ekonomi pemerataan adil mengalami batu aral korban kerjakan lakukan percaya anak cucu merasakannya|-0.002489442170982772|netral|2|positif|ekonomi
348|positif| unggul menang telak ekonomi jagonya|0.03126793563581757|positif|2|positif|ekonomi
350|netral| teilih prabowosandi sumbangkan gajinya anak yatim dhuafa|0.004370118338151693|netral|1|netral|ekonomi
360|netral| jokowisalman sepakati peningkatan kerjasama ekonomi|0.008796063818366309|netral|1|netral|ekonomi
361|netral| menang pilpres prabowosandi komitmen ambil gaji walapun serupiah|0.003088004446798935|netral|1|netral|ekonomi
362|positif| wajib jokowi periode harga mati|0.0370647862535225|positif|2|positif|ekonomi
365|negatif| bukti harga barang turun tol|0.02490375873853916|positif|2|positif|ekonomi
366|netral| jokowi salman sepakati peningkatan kerja ekonomi news jawa barat|0.010713746010527816|netral|1|netral|ekonomi
367|positif| nnti presidennya tolong program pertamanya harga tiket pesawat puasa lebaran diturunin kmren kasian anak rantau rindu rumah puasa lebaran dirumah kangen masakan emak cc|-0.023609858556104927|negatif|0|negatif|ekonomi
369|netral| teilih prabowosandi sumbangkan gajinya anak yatim dhuafa|0.004370118338151693|netral|1|netral|ekonomi
372|netral| teilih prabowo janji turunkan harga listrik okezone news|0.0020582700154776977|netral|1|netral|ekonomi
377|positif| debat pamungkas jokowi visi misinya kedepan jawani debat m amin surise elemen prabowo mengusung program pelitanya orba sandi uno excellent closing kena smash jokowi ekonomi makro nice debat|0.002135138006363138|netral|1|netral|ekonomi
382|netral| analis politik ekonomi jokowi kritik kebijakannya|-0.012603488313392905|negatif|1|netral|ekonomi
393|negatif| jl tol kalangan menengah keatas menegah kebwh jgnkan lwt tol motor warung pinggir jln tol tutup sbagian pembelinya tol mkn belanja rest area mempercepat pertumbuhan ekonomi|-0.0003976380551686941|netral|0|negatif|ekonomi
397|positif| ragukah pas prabowosandi tegaskan ambil gaji teilih rmol pasangan calon presiden calon wakil presiden|0.013575625890498438|netral|2|positif|ekonomi
400|positif| pembangunan infrastruktur dibangun masiv meningkatkan perekonomian bangsa terima kasih jokowi|0.00790864990509361|netral|2|positif|ekonomi
402|netral| bandara kertajati selesai ditangan jokowi menggerakan ekonomi rakyat|-0.05927775570013843|negatif|1|netral|ekonomi
403|positif| negara china sebentar negara adikuasa ekonomi obyek kemajuan ekonomi contoh kiatkiat strategi tempuh|0.012006001281547529|netral|2|positif|ekonomi
407|negatif| memprioritaskan perekonomian agraris pemerintah menghambat skala prioritas bolak ngomong susah bener pahamnga|-0.07445184231539584|negatif|0|negatif|ekonomi
411|positif| era jokowi kemjuan teknologi dimanfaatkan pengembangan ekonomi kreatif|0.03331811182156411|positif|2|positif|ekonomi
413|positif| pilihan ttp menghargai berbeda bimillaahirraohmaanirrohim mengikuti hati nurani ttp jokowi hati jokowi|0.04621513655666499|positif|2|positif|ekonomi
417|negatif| gagal ngapain stagnan pas debat bahas mobile legend ekonomi indonesia|-0.011457844909197115|negatif|0|negatif|ekonomi
419|netral| langkah pemerintahan presiden jokowi pemberdayaan ekonomi keumatan bank wakaf mikro ketum arus muslimah munifah syanwani|0.0019449252879900414|netral|0|negatif|ekonomi
423|negatif| prabowo teilih ekonomi infrastruktur dibangun besaran jokowi jadii tinggal duduk manis|0.017175200848306236|netral|2|positif|ekonomi
424|positif| mencoblos bersodaqoh gaji beliau diinfaqkan duafa anak yatim insya allah|-0.02343959964023716|negatif|2|positif|ekonomi
426|positif| penghargaan dianugerahkan bukti sosok pemimpin diakui integritasnya|0.045363216715257525|positif|2|positif|ekonomi
428|netral| disaksikan sandiwara penghargaan tokoh pemerataan pembangunan|0.0458188101186291|positif|1|netral|ekonomi
429|negatif| bahas ekonomi infrastuktur boring nich|0.016782300160612797|netral|0|negatif|ekonomi
434|negatif| anti china menggandeng cina devisit neraca perdagangan dipengatuhi ekonomi dunia judilnya gara jokowi dasar kampret|-0.005691616658950983|negatif|0|negatif|ekonomi
436|negatif| pernyataan ambil gaji beritakan|0.01524596680791858|netral|0|negatif|ekonomi
438|negatif| ngajarin ekonomi mikro makro pengusaha top kaya prabowo sandi ngajarin ikan berenang jago|0.012008072664907415|netral|0|negatif|ekonomi
441|negatif| suka bilang sebentar ekonomi meroket capres|0.007213734935018775|netral|0|negatif|ekonomi
447|negatif| ngakunya ngakunya prabowo perhatian rakyat hoax karyawannya pt kiani kertas nusantara terkatungkatung gaji thr selesaikan masalahmu bowok menyelesaian rakyat|0.009979671660016022|netral|0|negatif|ekonomi
449|negatif| amin pelajaran berharga fitnah kejam sepwrti mudah rezim acak ulama umat islam pelakunya pelakunya wereng coklat dipaksa jagal talangsari|-0.010821919549954876|negatif|0|negatif|ekonomi
450|positif| trans sumatra menunjang pertumbuhan ekonomi sumatera membantu pemerataan sosial sumatera logistik bahan bakar keperluan mudah dikirimkan jalur memadai jokowi mewujudkan kemajuan pulau sumatera trans sumatra|0.004372615202783573|netral|2|positif|ekonomi
453|netral| debat capres prabowo ekonomi ri salah arah|-0.02540923443527212|negatif|1|netral|ekonomi
454|positif| jokowi udahdeh pelawak peratiin kayaknya cocok ngurusin negara gaji pelawak gede gaji presiden looo|0.021223427799052414|positif|2|positif|ekonomi
457|positif| hahahaha negara memiliki skala prioritas bernilai keekonomian makro nano piko tergantung impor bahan baku pangan elektronik dikejar pertumbujan ekonomi stagnan|-2.324352953585757e-05|netral|2|positif|ekonomi
460|positif| debat allah pamungkas bangett prabowo sandi bilang teilih presiden wakil presiden menyumbangkan gajinya rakyat masya allah mulia banget prabowo sandi|0.004430956740754086|netral|2|positif|ekonomi
462|negatif| prabowo terima gaji exit plan gaji karyawan pt kiani kertas menerima gaji perhatian rakyat karyawannya digaji munafikun|0.0017066181548599708|netral|0|negatif|ekonomi
463|positif| butuh jl tol butuhkan hasil pertanian harga jual ditingkatkan|0.012207183285872959|netral|2|positif|ekonomi
464|netral| consol games hardware esport pemanfaatannya dampak keekonomiannya masif bangga banget esport dampaknya esports|-0.010416666666666666|negatif|2|positif|ekonomi
466|negatif| ekonominya target idola bicara digit gimana terbukti bilang|0.02306960466505257|positif|0|negatif|ekonomi
473|netral| mkin maksud kiani kertas bayar gaji buruhz kali kiani kertas produksi kertas produksi utang karyawabx|0.005534705603276425|netral|0|negatif|ekonomi
474|positif| capres kaleng hoax harga melambung faktanya harga stabil inflasi normal grafik menurun mengelola oce gagal ngomongin ekonomi makro libas ma sikaleng bilang|-0.009921707370529734|negatif|2|positif|ekonomi
478|netral| kader terima disisi prabowo bilang ekonomi indo rusak presiden bilang ciri koalisi berkelas kayaknya lg menghibur|-0.01419121402568636|negatif|0|negatif|ekonomi
479|netral| dibangun jalan negara jalan tol disadari indonesia kalah malaysia pembangunan besaran dilanjutkan melebihi malaysia potensi indonesia berhasil raksasa ekonomi dunia|0.008166002016366488|netral|1|netral|ekonomi
482|positif| maju sumatra semoga jalan tol pertumbuhan ekonomi banyakkkkk aamiinn|0.026684230168344883|positif|2|positif|ekonomi
484|positif| bentar narasi pembangunan tol lari bahas ekonomi temennya belajar konsisten tema singgung wkwkwkwk|-0.010037368040712643|negatif|2|positif|ekonomi
485|netral| tol melanjutkan prestasi ekonomi gimana rupiah devisa inflasi proyek platform bandara kertajati sepi uang dibakar|0.0002103079165154328|netral|1|netral|ekonomi
